Columna2;CODIGODEPTO;NOMBREDEPTO;VICEPRESIDENCIANIVEL1;VICEPRESIDENCIANIVEL2
201909;1511066;UNIDAD MANTENIMIENTO EQUIPOS GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980685;GERENCIA GESTIÓN DE NEGOCIOS E INVERSIONES;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN DE NEGOCIOS E INVERSIONES
201909;1980717;UNIDAD CATEGORÍAS Y CONTRATACIÓN;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1980123;UNIDAD OFERTAS GRANDES CLIENTES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980293;DIRECCIÓN CENTRO DE EXCELENCIA TÉCNICA ESTUDIOS Y DISEÑOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201909;1980815;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201909;1312042;UNIDAD OPERACIONES GUADALUPE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1985024;UNIDAD SOPORTE Y MANTENIMIENTO EDIFICIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201909;1980240;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS
201909;1980160;DIRECCIÓN GESTIÓN DE ACTIVOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201909;1980562;UNIDAD GESTIÓN RIESGOS LABORALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201909;1980215;DIRECCIÓN PLANEACIÓN PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;DIRECCIÓN PLANEACIÓN PROYECTOS E INGENIERÍA
201909;1411033;UNIDAD GESTIÓN DE LA INFORMACIÓN AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1965170;UNIDAD SERVICIO MÉDICO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201909;1337021;DIRECCIÓN MANTENIMIENTO REDES DISTRIBUCIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337020;GERENCIA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1980587;DIRECCIÓN RELACIONES LABORALES INDIVIDUALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA GESTIÓN RELACIONES LABORALES
201909;1980458;DIRECCIÓN SOPORTE LEGAL AMBIENTAL;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201909;1312010;DIRECCIÓN OPERACIONES GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1312030;GERENCIA GENERACIÓN ENERGÍA REGIÓN CENTRAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980147;UNIDAD CRÉDITO Y GESTIÓN CARTERA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1727552;UNIDAD MERCADEO Y VENTAS GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1985085;DIRECCIÓN SEGURIDAD;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;DIRECCIÓN SEGURIDAD
201909;1985075;DEPARTAMENTO TRANSPORTE Y TALLERES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201909;1989000;GERENCIA TECNOLOGÍA DE INFORMACIÓN;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1980501;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201909;1300220;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201909;1989076;UNIDAD SOLUCIONES DE TI INTELIGENCIA DE NEGOCIOS Y ÁREAS DE APOYO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1727190;GERENCIA GAS REGIÓN METROPOLITANA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1411030;DIRECCIÓN OPERACIÓN Y CALIDAD AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980456;DIRECCIÓN SOPORTE LEGAL NEGOCIOS;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201909;1727194;UNIDAD OPERACIÓN Y MANTENIMIENTO GAS REGIÓN METROPOLITANA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1980258;DIRECCIÓN PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS 3;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201909;1980256;DIRECCIÓN PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS 1;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201909;1337380;DIRECCIÓN OPERACIÓN Y CALIDAD T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1727175;UNIDAD OPERACIÓN Y CALIDAD GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1337330;UNIDAD ALUMBRADO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1312202;UNIDAD GESTIÓN LARGO PLAZO GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1312050;DIRECCIÓN PLANTAS TÉRMICAS GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980610;DIRECCIÓN CONTABILIDAD Y COSTOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201909;1411081;DIRECCIÓN SISTEMAS REGIONALES AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980136;DIRECCIÓN MERCADEO RELACIONAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1511064;UNIDAD OPERACIÓN Y MANTENIMIENTO GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980144;UNIDAD FACTURACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980706;DIRECCIÓN PLANEACIÓN CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1300224;UNIDAD PROGRAMACIÓN Y DESEMPEÑO PROYECTOS GENERACIÓN;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201909;1312032;UNIDAD OPERACIONES ZONA ORIENTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980259;DIRECCIÓN PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS 4;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201909;1989072;UNIDAD SOLUCIONES DE TI COMERCIALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1510235;GERENCIA PROYECTOS PLANTAS AGUAS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS PLANTAS AGUAS
201909;1300222;DIRECCIÓN AMBIENTAL SOCIAL Y SOSTENIBILIDAD PROYECTO ITUANGO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201909;1985026;DEPARTAMENTO DISEÑOS ARQUITECTÓNICOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201909;1312060;DIRECCIÓN PEQUEÑAS CENTRALES GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1411032;UNIDAD OPERACIÓN INTEGRADA AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980159;UNIDAD CANALES REGIONAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1727197;UNIDAD OPERACIÓN Y MANTENIMIENTO GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1980635;DIRECCIÓN PLANEACIÓN Y ANÁLISIS FINANCIERO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201909;1337384;UNIDAD GESTIÓN DE LA INFORMACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1310227;DIRECCIÓN PROYECTOS SOSTENIMIENTO GENERACIÓN;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201909;1312020;UNIDAD GESTIÓN DEL RENDIMIENTO GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1727192;UNIDAD VINCULACIÓN CLIENTES GAS REGIÓN METROPOLITANA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1510230;DIRECCIÓN PROYECTO PTAR BELLO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS PLANTAS AGUAS
201909;1985060;UNIDAD COMPRAS OPERATIVAS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1727179;UNIDAD PLANEACIÓN GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1320244;DIRECCIÓN PROYECTOS SUBESTACIONES Y LÍNEAS 2;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS
201909;1980630;DIRECCIÓN PRESUPUESTO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201909;1980506;DIRECCIÓN DISEÑO ORGANIZACIONAL;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO CORPORATIVO
201909;1312012;UNIDAD PLANEACIÓN PRODUCCIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1337004;UNIDAD PLANEACIÓN DE INFRAESTRUCTURA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337500;GERENCIA COMERCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1980282;DIRECCIÓN MONTAJES;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;DIRECCIÓN MONTAJES
201909;1989015;DIRECCIÓN ESTRATEGIA Y ARQUITECTURA DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1727550;GERENCIA COMERCIAL GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1989080;DIRECCIÓN SERVICIOS DE INFRAESTRUCTURA DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1980805;GERENCIA DESARROLLO E INNOVACIÓN;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;GERENCIA DESARROLLO E INNOVACIÓN
201909;1980113;UNIDAD ESTRATEGIA E INTELIGENCIA COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980459;DIRECCIÓN SOPORTE LEGAL CONTRATACIÓN;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201909;1312002;UNIDAD ESTRATEGIA Y PLANEACIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1330243;DIRECCIÓN PROYECTOS SUBESTACIONES Y LÍNEAS 1;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS
201909;1980250;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201909;1411050;GERENCIA PROVISIÓN AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1989070;DIRECCIÓN SOLUCIONES DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1411025;DIRECCIÓN PLANEACIÓN AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980608;UNIDAD CUMPLIMIENTO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201909;1982100;DIRECCIÓN REGULACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN
201909;1980100;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS
201909;1980173;DIRECCIÓN MERCADOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;DIRECCIÓN MERCADOS
201909;1980817;DIRECCIÓN DESEMPEÑO CORPORATIVO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201909;1980825;GERENCIA DESARROLLO SOSTENIBLE;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;GERENCIA DESARROLLO SOSTENIBLE
201909;1989025;DIRECCIÓN GESTIÓN DEMANDA Y SERVICIOS DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1980631;DIRECCIÓN GESTIÓN DE CAPITALES;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;DIRECCIÓN GESTIÓN DE CAPITALES
201909;1337028;UNIDAD CONTROL PÉRDIDAS ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337022;UNIDAD MANTENIMIENTO REDES DISTRIBUCIÓN NORTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1312052;UNIDAD OPERACIONES SIERRA DORADA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980110;VICEPRESIDENCIA COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1337005;UNIDAD GESTIÓN AMBIENTAL Y SOCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337382;UNIDAD PLANEACIÓN DE RECURSOS T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337027;UNIDAD ATENCIÓN TÉCNICA CLIENTES DISTRIBUCIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1511063;UNIDAD TRATAMIENTO GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1980455;GERENCIA JURÍDICA GRUPO EMPRESARIAL;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201909;1727553;UNIDAD GESTIÓN DE ALIADOS GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1337000;VICEPRESIDENCIA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1980287;UNIDAD TÉCNICA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201909;1980286;UNIDAD DESARROLLO AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201909;1337385;UNIDAD SOPORTE A TECNOLOGÍAS DE OPERACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1727195;GERENCIA GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1980445;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA
201909;1980170;GERENCIA REGULACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN
201909;1980156;UNIDAD SOPORTE CLIENTES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980465;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN
201909;1312070;GERENCIA MERCADO DE ENERGÍA MAYORISTA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980157;UNIDAD DISEÑO DE OPERACIONES COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980315;GERENCIA IDENTIDAD CORPORATIVA;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA IDENTIDAD CORPORATIVA
201909;1980122;GERENCIA OFERTAS COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980585;GERENCIA GESTIÓN RELACIONES LABORALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA GESTIÓN RELACIONES LABORALES
201909;1980127;UNIDAD OFERTAS GOBIERNO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980158;UNIDAD CANALES METROPOLITANO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980713;UNIDAD DIVERSIDAD Y DESARROLLO DE PROVEEDORES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1980670;GERENCIA PLANEACIÓN FINANCIERA;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201909;1980568;DIRECCIÓN DESARROLLO TALENTO HUMANO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201909;1980723;UNIDAD GESTIÓN INVENTARIOS Y ALMACENES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1337502;UNIDAD TRANSACCIONES T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1337001;DIRECCIÓN PLANEACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1980683;DIRECCIÓN NORMATIVIDAD CONTABLE;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201909;1980135;UNIDAD FIDELIZACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1980146;DEPARTAMENTO LIQUIDACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201909;1337010;UNIDAD GESTIÓN DEL RENDIMIENTO T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1989073;UNIDAD SOLUCIONES DE TI OPERACIÓN E INGENIERÍA DEL NEGOCIO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201909;1980722;DIRECCIÓN LOGÍSTICA Y COMERCIO EXTERIOR;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201909;1930736;UNIDAD SOPORTE Y GESTIÓN DE SERVICIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201909;1337383;UNIDAD OPERACIÓN INTEGRADA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201909;1727196;UNIDAD VINCULACIÓN CLIENTES GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201909;1511060;GERENCIA AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201909;1312203;UNIDAD GESTIÓN BOLSA DE ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201909;1980124;UNIDAD OFERTAS HOGARES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
